acronym_,expansion,id,text
IPF,indicative planning figure,1074,"There are also various bilateral or multilateral mechanisms for coordinating aid such as the Franco-Djibouti Mixed Commission set up to determine the budget of the Fonds d'aide et de coopération; the Lomé lV Convention with the EEC and the five-year country programme (1987-1992) for cooperation between UNDP and Djibouti, the budget, IPF and allocation of which are discussed in the Interministerial Planning Commission."
IPF,indicative planning figure,1075,It is used currently by the World Bank (World Atlas) and UNDP (IPF).
IPF,indicative planning figure,1076,"Of that total, $1,822,900 ($1,244,400 on a net basis) would come from the United Nations; $2,008,400 would be financed by UNDP ($1,400,900 from the UNDP Governing Council allocation, $450,000 from the application of IPF resources and $157,500 from other sources of funding) and $317,800 from payments by the Governments of the host countries for government local office costs."
IPF,indicative planning figures,1077,"However, for core UNDP funds (IPF and special programme resources), reimbursement arrangements are still to be worked out between UNDP and United Nations/OPS, following the same principles for all projects in which substantial implementation-related tasks are requested from field offices (see DP/1993/45, para."
IPF,indicative planning figures,1078,UNDP and the specialized agencies should accord the Non-Self-Governing Territories which have IPF the same treatment from the United Nations development system as Member States and make every effort to ensure that they are visited periodically by United Nations development assistance missions.
IPF,indicative planning figures,1079,"UNDP, for instance, has been experiencing difficulties in meeting the originally established IPF for the fifth programme cycle owing to a reduction in anticipated contributions and the strengthening of the dollar vis-à-vis the currencies of other donors."
IPF,indicative planning figures,1080,"Notes with concern the declining resource position of the United Nations Development Programme during its fifth programming cycle and urges all concerned to take steps to protect the allocation of IPF to the least developed countries; ""10."
IPF,indicative planning figures,1081,"Given that resources for United Nations funds and programmes were already very limited, the fact that lower voluntary contributions had forced UNDP to set its resource levels at 75 per cent of the established IPF was disturbing, particularly since General Assembly resolution 47/199 had stressed the need for a substantial increase in resources for operational activities."
IPF,indicative planning figures,1082,"Capacity 21 complements the capacity-building initiatives of such facilities as the Global Environment Facility, the Montreal Protocol, the United Nations Sudano-Sahelian Office (UNSO), the United Nations Capital Development Fund (UNCDF) and the country IPF."
WHO,World Health Organization,1083,67 - 71 18 J. WHO .
WHO,World Health Organization,1084,"These groups, which will be organized in cooperation with the competent non-governmental organizations (the International Social Science Council, the International Council for Philosophy and Humanistic Studies, and organizations representing the major philosophical and religious movements) and the concerned United Nations bodies (the WHO, the Office of the United Nations High Commissioner for Refugees, the International Labour Organisation) and national commissions, should yield concrete recommendations for use by occupational branches."
WHO,World Health Organization,1085,ty-eighth session Substantive session of 1993 Item 12 of the preliminary list* Item 15 (m) of the REPORT OF THE ECONOMIC AND SOCIAL provisional agenda COUNCIL DEVELOPMENT AND INTERNATIONAL ECONOMIC COOPERATION Prevention and control of acquired immune deficiency syndrome (AIDS) Note by the Secretary-General Page ANNEX IMPLEMENTATION OF THE GLOBAL STRATEGY FOR Report of the Director-General of the WHO I. GLOBAL AIDS SITUATION .
WHO,World Health Organization,1086,WHO (a) General considerations 48.
WHO,World Health Organization,1087,Most of those programmes were implemented under the auspices of the ministry of health in collaboration with the WHO.
WHO,World Health Organization,1088,WHO .
WHO,World Health Organisation,1089,"To maintain environmental health conditions in refugee camps compatible with the levels set by local municipalities and acceptable international standards set by the WHO by implementing developmental projects to improve camp infrastructure of water, sewerage and drainage and solid waste disposal facilities."
WHO,World Health Organisation,1090,a pre-assessment of 30 percent of all maternity hospitals (primary and secondary) have beens assessed for their progress onmovement towards achieving the status of being Baby Friendly status according to the WHO's 10 Steps To Breastfeeding.
WHO,World Health Organisation,1091,"such programmes""; (d) Add, in operative paragraph 8, after the words ""non-governmental organizations"", the phrase ""including scientific and medical associations""; (e) Delete, in operative paragraph 9, the words ""in depth"" after the word ""matter"", and the words ""in particular"" after ""session and""; (f) Add, in operative paragraph 9, after the word ""drafting"", the phrase ""with the cooperation of the WHO""; (g) Replace, in operative paragraph 18, the word ""restrict"" with ""prohibit"", and add, after the word ""projects"", the phrase ""with the cooperation and financial contribution of the tourist industry""; (h) Insert, after operative paragraph 18, a new paragraph 19 to read as follows ""Recommends that Governments adopt legislation to punish their citizens who make use of sex t"
